Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-03-09,261.5777550539206,270.8974977556397,261.5777550539206,269.6484680175781,12104133,0.0,0
2012-03-12,271.9063755745896,275.65349465155253,266.1896029248121,273.059326171875,12373643,0.0,0
2012-03-13,274.932836491923,276.32601459177573,271.28179708823114,271.9063415527344,9553515,0.0,0
2012-03-14,275.2691551908455,280.5535412970968,274.6446106994617,278.6319274902344,10136227,0.0,0
2012-03-15,278.58390534602427,282.6192916297722,273.53971694501666,279.0643310546875,9871044,0.0,0
2012-03-16,277.1907601119489,286.174255691583,271.5700963550055,275.4613342285156,16463280,0.0,0
2012-03-19,276.27799185706044,281.03394240193046,270.32102154784974,272.3387145996094,9453260,0.0,0
2012-03-20,272.57890951851516,274.74069172527845,259.07966208426024,260.7610778808594,18382920,0.0,0
2012-03-21,261.1934290079173,266.5738942488394,253.747231175668,265.2768249511719,23277086,0.0,0
2012-03-22,263.5954510348577,271.3299173524488,257.49439077112567,259.5120544433594,14674460,0.0,0
2012-03-23,261.3375773094007,264.7964587959475,257.1581016872787,262.0101318359375,12244453,0.0,0
2012-03-26,262.01009758234005,262.01009758234005,255.86096915775937,257.878662109375,10809962,0.0,0
2012-03-27,262.2022803863292,264.7003695979242,255.3805968885089,262.106201171875,11072644,0.0,0
2012-03-28,261.24146807622066,261.9620621290038,257.9747454011544,260.5208740234375,7597363,0.0,0
2012-03-29,258.31103506627244,263.2591441028047,256.7257280737997,261.2895202636719,9912451,0.0,0
2012-03-30,264.2199765216876,265.7572439703867,262.2022833594849,264.4601745605469,6411121,0.0,0
2012-04-02,268.9278563076354,269.02393551195684,264.8925000903553,265.9493713378906,8010959,0.0,0
2012-04-03,267.58273712304884,270.9455391527757,264.50820236287234,270.2249450683594,8305886,0.0,0
2012-04-04,269.0239766513316,270.75340259358194,266.42980810216994,267.63079833984375,4834356,0.0,0
2012-04-09,266.14155675088875,267.91905184697174,262.97091305078817,264.79644775390625,3980653,0.0,0
2012-04-10,265.27686393735934,273.53973624544903,264.70038860923034,272.6269836425781,8246056,0.0,0
2012-04-11,270.1288720468125,275.22112963160606,269.69651558625566,271.95440673828125,9951166,0.0,0
2012-04-12,274.0681130717748,276.42208312493955,272.86712306290536,274.9808654785156,5723171,0.0,0
