,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,date_year,date_month_no,date_month_name,date_day,date_dow,date_dow_name
188,2021-07-27,RELIANCE,EQ,2076.85,2076.8,2083.7,2042.0,2054.0,2055.0,2021,7,July,27,1,Tuesday
189,2021-07-28,RELIANCE,EQ,2055.0,2058.0,2058.0,2016.25,2035.0,2037.35,2021,7,July,28,2,Wednesday
190,2021-07-29,RELIANCE,EQ,2037.35,2054.0,2074.4,2043.4,2054.3,2053.25,2021,7,July,29,3,Thursday
191,2021-07-30,RELIANCE,EQ,2053.25,2058.0,2067.95,2031.1,2037.0,2035.3,2021,7,July,30,4,Friday
192,2021-08-02,RELIANCE,EQ,2035.3,2054.3,2079.4,2041.15,2068.5,2072.5,2021,8,August,2,0,Monday
193,2021-08-03,RELIANCE,EQ,2072.5,2090.0,2091.0,2064.2,2090.0,2087.75,2021,8,August,3,1,Tuesday
194,2021-08-04,RELIANCE,EQ,2087.75,2094.4,2114.0,2087.0,2105.0,2103.75,2021,8,August,4,2,Wednesday
195,2021-08-05,RELIANCE,EQ,2103.75,2114.3,2154.8,2104.25,2131.0,2134.25,2021,8,August,5,3,Thursday
196,2021-08-06,RELIANCE,EQ,2134.25,2129.95,2146.95,2078.75,2090.0,2089.05,2021,8,August,6,4,Friday
197,2021-08-09,RELIANCE,EQ,2089.05,2081.0,2089.8,2066.5,2078.5,2077.15,2021,8,August,9,0,Monday
198,2021-08-10,RELIANCE,EQ,2077.15,2082.0,2113.0,2073.75,2085.0,2088.05,2021,8,August,10,1,Tuesday
199,2021-08-11,RELIANCE,EQ,2088.05,2096.95,2120.0,2083.4,2115.0,2117.3,2021,8,August,11,2,Wednesday
200,2021-08-12,RELIANCE,EQ,2117.3,2124.9,2126.2,2105.0,2109.8,2110.5,2021,8,August,12,3,Thursday
201,2021-08-13,RELIANCE,EQ,2110.5,2117.3,2149.9,2108.95,2143.0,2145.65,2021,8,August,13,4,Friday
202,2021-08-16,RELIANCE,EQ,2145.65,2149.35,2203.0,2128.15,2169.0,2173.5,2021,8,August,16,0,Monday
203,2021-08-17,RELIANCE,EQ,2173.5,2168.85,2185.2,2147.85,2163.0,2164.25,2021,8,August,17,1,Tuesday
204,2021-08-18,RELIANCE,EQ,2164.25,2174.0,2186.8,2152.6,2168.0,2172.65,2021,8,August,18,2,Wednesday
205,2021-08-20,RELIANCE,EQ,2172.65,2143.0,2172.0,2137.0,2140.1,2148.25,2021,8,August,20,4,Friday
206,2021-08-23,RELIANCE,EQ,2148.25,2174.0,2174.0,2132.3,2161.15,2162.35,2021,8,August,23,0,Monday
