Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-07-07,RELIANCE,EQ,2124.8,2127.75,2127.75,2098.0,2112.0,2110.05,2109.85,4824931,1017987555654999.9,227151,2480476,0.5141
2021-07-08,RELIANCE,EQ,2110.05,2116.95,2116.95,2081.0,2091.0,2092.6,2097.58,5162088,1082789714235000.0,223120,2689326,0.521
2021-07-09,RELIANCE,EQ,2092.6,2088.0,2091.7,2066.1,2071.95,2071.2,2074.82,4170886,865381844175000.0,169203,2009477,0.4818
2021-07-12,RELIANCE,EQ,2071.2,2079.75,2101.5,2074.5,2081.95,2084.1,2088.16,3962111,827350730550000.0,140597,1592814,0.402
2021-07-13,RELIANCE,EQ,2084.1,2100.0,2103.05,2088.05,2099.0,2099.7,2097.12,3099956,650098105055000.0,106030,1601381,0.5166
2021-07-14,RELIANCE,EQ,2099.7,2100.35,2106.85,2081.25,2083.55,2086.0,2090.03,3937768,823006462200000.0,169306,2134737,0.5421
2021-07-15,RELIANCE,EQ,2086.0,2095.0,2095.0,2078.5,2080.75,2082.35,2086.62,4360415,909855027454999.9,148981,2715754,0.6228
2021-07-16,RELIANCE,EQ,2082.35,2087.75,2114.75,2087.6,2110.0,2112.4,2104.6,4074206,857456919450000.0,126660,1881604,0.4618
2021-07-19,RELIANCE,EQ,2112.4,2100.0,2124.0,2092.25,2097.95,2098.95,2108.57,3855577,812976337795000.0,129037,1752416,0.4545
2021-07-20,RELIANCE,EQ,2098.95,2099.5,2108.0,2084.0,2089.95,2093.8,2097.18,3111185,652471878300000.0,105619,1089396,0.3502
2021-07-22,RELIANCE,EQ,2093.8,2119.0,2123.9,2098.15,2121.5,2120.7,2111.6,3679260,776911002990000.0,133510,1995464,0.5424
2021-07-23,RELIANCE,EQ,2120.7,2134.45,2134.45,2102.05,2104.0,2105.7,2119.06,4585938,971788550110000.0,143981,2219555,0.484
2021-07-26,RELIANCE,EQ,2105.7,2108.0,2121.0,2071.1,2073.9,2076.85,2092.34,5717830,1196362319615000.0,193266,2229836,0.39
2021-07-27,RELIANCE,EQ,2076.85,2076.8,2083.7,2042.0,2054.0,2055.0,2062.0,4995516,1030073694235000.0,196342,2415095,0.48350000000000004
2021-07-28,RELIANCE,EQ,2055.0,2058.0,2058.0,2016.25,2035.0,2037.35,2033.86,5952355,1210624143645000.0,222240,3270667,0.5495
2021-07-29,RELIANCE,EQ,2037.35,2054.0,2074.4,2043.4,2054.3,2053.25,2057.2,6352886,1306914042740000.0,203791,3910056,0.6154999999999999
2021-07-30,RELIANCE,EQ,2053.25,2058.0,2067.95,2031.1,2037.0,2035.3,2049.03,5238304,1073344460454999.9,158088,3003800,0.5734
2021-08-02,RELIANCE,EQ,2035.3,2054.3,2079.4,2041.15,2068.5,2072.5,2067.46,5041934,1042402079565000.0,164715,2991501,0.5933
2021-08-03,RELIANCE,EQ,2072.5,2090.0,2091.0,2064.2,2090.0,2087.75,2078.84,5453682,1133733562650000.0,137882,2965050,0.5437
2021-08-04,RELIANCE,EQ,2087.75,2094.4,2114.0,2087.0,2105.0,2103.75,2103.18,6077861,1278282170295000.0,188340,3542035,0.5828
2021-08-05,RELIANCE,EQ,2103.75,2114.3,2154.8,2104.25,2131.0,2134.25,2127.24,9807831,2086363848534999.8,249218,4572290,0.4662
2021-08-06,RELIANCE,EQ,2134.25,2129.95,2146.95,2078.75,2090.0,2089.05,2101.07,7670583,1611639992215000.0,225682,3217925,0.41950000000000004
2021-08-09,RELIANCE,EQ,2089.05,2081.0,2089.8,2066.5,2078.5,2077.15,2075.98,3458546,717987328645000.0,147892,1588798,0.4594
2021-08-10,RELIANCE,EQ,2077.15,2082.0,2113.0,2073.75,2085.0,2088.05,2095.18,5500708,1152496057540000.0,171235,2144258,0.3898
2021-08-11,RELIANCE,EQ,2088.05,2096.95,2120.0,2083.4,2115.0,2117.3,2103.58,4238859,891679468295000.1,138291,2089484,0.4929
2021-08-12,RELIANCE,EQ,2117.3,2124.9,2126.2,2105.0,2109.8,2110.5,2115.11,3755507,794332610005000.0,114345,1900505,0.5061
2021-08-13,RELIANCE,EQ,2110.5,2117.3,2149.9,2108.95,2143.0,2145.65,2132.45,5898384,1257802778410000.0,187810,3269124,0.5542
2021-08-16,RELIANCE,EQ,2145.65,2149.35,2203.0,2128.15,2169.0,2173.5,2177.41,10123204,2204234343170000.0,290119,4185061,0.41340000000000005
2021-08-17,RELIANCE,EQ,2173.5,2168.85,2185.2,2147.85,2163.0,2164.25,2167.16,5841743,1265998699425000.0,190350,3057597,0.5234000000000001
2021-08-18,RELIANCE,EQ,2164.25,2174.0,2186.8,2152.6,2168.0,2172.65,2170.19,4650008,1009141405270000.1,146613,2287876,0.49200000000000005
2021-08-20,RELIANCE,EQ,2172.65,2143.0,2172.0,2137.0,2140.1,2148.25,2155.63,4350228,937750260190000.0,147112,1877339,0.4315
2021-08-23,RELIANCE,EQ,2148.25,2174.0,2174.0,2132.3,2161.15,2162.35,2156.97,4547802,980945449065000.0,143268,2336976,0.5139
2021-08-24,RELIANCE,EQ,2162.35,2165.05,2192.0,2155.6,2178.0,2183.7,2174.28,5475452,1190516519690000.0,173479,3050200,0.5571
2021-08-25,RELIANCE,EQ,2183.7,2185.4,2220.0,2180.1,2201.0,2202.6,2204.22,6175126,1361136453360000.0,198304,2434419,0.39420000000000005
2021-08-26,RELIANCE,EQ,2202.6,2208.0,2244.9,2205.0,2232.0,2230.45,2230.28,8579105,1913381823365000.2,248660,4241826,0.4944
2021-08-27,RELIANCE,EQ,2230.45,2237.0,2242.75,2216.05,2225.0,2227.4,2228.28,4836812,1077776912785000.0,152317,2665237,0.551
2021-08-30,RELIANCE,EQ,2227.4,2250.0,2275.85,2236.8,2273.75,2270.25,2261.25,6473487,1463815200570000.0,206768,3861994,0.5966
2021-08-31,RELIANCE,EQ,2270.25,2276.9,2283.75,2242.25,2257.0,2258.15,2257.63,12223037,2759509354145000.0,206759,6602508,0.5402
2021-09-01,RELIANCE,EQ,2258.15,2273.0,2292.9,2263.0,2266.0,2267.1,2274.28,5143640,1169805616260000.0,173178,2684394,0.5219
2021-09-02,RELIANCE,EQ,2267.1,2255.0,2307.8,2255.0,2293.0,2294.4,2288.72,4595048,1051678128445000.1,206002,2278475,0.49590000000000006
2021-09-03,RELIANCE,EQ,2294.4,2310.0,2395.0,2302.5,2389.65,2388.5,2356.29,14151629,3334540371590000.0,446968,4903229,0.3465
2021-09-06,RELIANCE,EQ,2388.5,2413.0,2480.0,2412.0,2429.0,2425.6,2445.46,15525644,3796726594030000.5,496545,5627874,0.3625
2021-09-07,RELIANCE,EQ,2425.6,2430.0,2458.0,2412.0,2439.0,2440.9,2437.65,8006968,1951819208884999.8,256461,3224702,0.40270000000000006
2021-09-08,RELIANCE,EQ,2440.9,2452.0,2454.0,2406.65,2430.0,2431.35,2429.2,6600210,1603324825230000.0,213942,3515264,0.5326
2021-09-09,RELIANCE,EQ,2431.35,2427.9,2437.85,2416.1,2424.1,2425.6,2424.34,4136538,1002836965220000.1,194645,2406762,0.5818
2021-09-13,RELIANCE,EQ,2425.6,2433.0,2433.0,2368.05,2369.8,2371.55,2381.94,7527598,1793028691015000.2,327407,4414702,0.5865
2021-09-14,RELIANCE,EQ,2371.55,2375.0,2394.0,2366.0,2370.5,2368.45,2377.55,4111205,977458416779999.9,153291,2491875,0.6061
2021-09-15,RELIANCE,EQ,2368.45,2368.5,2395.75,2368.5,2379.4,2378.3,2380.39,4186300,996504538275000.0,168130,2310144,0.5518
2021-09-16,RELIANCE,EQ,2378.3,2381.55,2436.75,2367.0,2424.0,2428.2,2408.55,6206657,1494905056995000.0,214010,2473588,0.3985
2021-09-17,RELIANCE,EQ,2428.2,2446.0,2455.85,2375.6,2387.0,2390.55,2410.13,16098099,3879858012685000.0,278098,9460717,0.5877
2021-09-20,RELIANCE,EQ,2390.55,2372.1,2418.35,2370.0,2391.85,2394.35,2398.57,5436385,1303955348725000.0,171011,3042705,0.5597
2021-09-21,RELIANCE,EQ,2394.35,2405.0,2416.6,2384.0,2400.0,2404.7,2401.93,4576111,1099151085165000.0,149803,2365643,0.517
2021-09-22,RELIANCE,EQ,2404.7,2408.0,2442.0,2398.25,2430.8,2430.5,2426.47,5074612,1231340979410000.0,179090,2811116,0.554
2021-09-23,RELIANCE,EQ,2430.5,2447.4,2497.0,2445.5,2488.1,2489.9,2475.75,7267883,1799343214275000.0,255176,3910090,0.538
2021-09-24,RELIANCE,EQ,2489.9,2503.55,2505.45,2472.0,2479.0,2482.7,2488.36,7011181,1744632105545000.0,234214,4228344,0.6031000000000001
2021-09-27,RELIANCE,EQ,2482.7,2487.0,2529.9,2475.3,2527.0,2524.45,2510.93,7095022,1781511654495000.0,224209,4184695,0.5898
2021-09-28,RELIANCE,EQ,2524.45,2534.0,2564.9,2512.8,2545.0,2548.05,2539.99,8323269,2114101946234999.8,229286,4321030,0.5192
2021-09-29,RELIANCE,EQ,2548.05,2570.0,2570.0,2520.05,2530.0,2527.85,2536.91,4485721,1137986628120000.0,166259,2223603,0.49570000000000003
2021-09-30,RELIANCE,EQ,2527.85,2525.0,2534.6,2500.35,2511.0,2519.25,2517.46,6272085,1578970247485000.0,173121,3408378,0.5434
2021-10-01,RELIANCE,EQ,2519.25,2501.95,2539.8,2495.0,2525.0,2523.7,2521.05,4134544,1042338947620000.1,144149,2032482,0.4916
2021-10-04,RELIANCE,EQ,2523.7,2553.0,2574.85,2537.05,2558.0,2556.15,2556.97,5038910,1288434677635000.0,163519,2674027,0.5307000000000001
2021-10-05,RELIANCE,EQ,2556.15,2555.1,2612.0,2547.35,2610.25,2609.2,2582.03,6245770,1612676714045000.0,190163,3235964,0.5181
2021-10-06,RELIANCE,EQ,2609.2,2619.95,2619.95,2551.1,2554.0,2559.85,2585.47,4734472,1224083322470000.0,175209,2432010,0.5136999999999999
2021-10-07,RELIANCE,EQ,2559.85,2595.0,2598.75,2567.7,2572.0,2572.4,2583.27,2924370,755444082300000.0,122777,1479822,0.506
2021-10-08,RELIANCE,EQ,2572.4,2585.25,2684.4,2581.5,2669.2,2671.25,2642.81,7279003,1923704993020000.0,253640,2953704,0.4058
2021-10-11,RELIANCE,EQ,2671.25,2701.4,2720.0,2645.35,2655.0,2652.65,2682.21,6815737,1828120927300000.0,247361,3863950,0.5669
2021-10-12,RELIANCE,EQ,2652.65,2645.0,2683.0,2641.25,2668.0,2667.8,2661.5,3083747,820740261565000.0,145888,1584484,0.5138
2021-10-13,RELIANCE,EQ,2667.8,2679.0,2719.5,2669.3,2698.0,2694.95,2691.35,4596429,1237060784050000.0,205663,2360789,0.5136000000000001
2021-10-14,RELIANCE,EQ,2694.95,2700.35,2717.45,2687.2,2701.0,2700.4,2700.84,3979730,1074859741000000.0,144964,2254495,0.5665
2021-10-18,RELIANCE,EQ,2700.4,2668.6,2745.0,2662.3,2707.8,2707.6,2713.78,6273850,1702585550665000.0,274696,3527305,0.5622
2021-10-19,RELIANCE,EQ,2707.6,2723.8,2751.35,2708.0,2730.8,2731.85,2733.67,4076617,1114411942510000.0,203192,1855378,0.4551
2021-10-20,RELIANCE,EQ,2731.85,2742.75,2742.75,2691.5,2703.5,2700.4,2710.54,5865926,1589983728585000.0,186061,3785182,0.6453
2021-10-21,RELIANCE,EQ,2700.4,2727.4,2728.0,2603.2,2635.0,2622.5,2642.91,9613812,2540841638920000.0,356400,6238985,0.649
2021-10-22,RELIANCE,EQ,2622.5,2620.0,2664.9,2611.5,2625.75,2627.4,2635.21,5089178,1341106786300000.0,209472,2398678,0.47130000000000005
2021-10-25,RELIANCE,EQ,2627.4,2680.0,2680.0,2570.0,2607.0,2601.8,2611.17,7937067,2072500685930000.0,317548,2950789,0.3718
2021-10-26,RELIANCE,EQ,2601.8,2617.1,2668.9,2603.15,2666.3,2661.05,2635.7,4499706,1185985953685000.0,199021,2113316,0.4697
2021-10-27,RELIANCE,EQ,2661.05,2652.0,2676.8,2619.95,2622.3,2627.4,2652.28,4567140,1211333004905000.0,176020,2090011,0.4576
2021-10-28,RELIANCE,EQ,2627.4,2620.0,2637.95,2590.5,2598.0,2598.6,2610.69,4562471,1191118700875000.0,170822,2460989,0.5394
2021-10-29,RELIANCE,EQ,2598.6,2596.15,2596.15,2501.7,2540.0,2536.25,2548.04,6568539,1673689352225000.0,277855,3111491,0.4737
2021-11-01,RELIANCE,EQ,2536.25,2536.25,2556.0,2494.1,2538.1,2537.8,2523.59,7144532,1802988509790000.2,273829,4144630,0.5801
2021-11-02,RELIANCE,EQ,2537.8,2545.0,2548.0,2495.25,2503.05,2500.8,2510.1,4877652,1224338439560000.0,225933,2997092,0.6145
2021-11-03,RELIANCE,EQ,2500.8,2506.05,2520.0,2461.0,2483.0,2483.6,2487.7,5533120,1376473332045000.0,240878,3207104,0.5796
2021-11-04,RELIANCE,EQ,2483.6,2492.95,2504.9,2490.0,2503.0,2498.85,2497.33,787160,196580089245000.0,63285,402932,0.5119
2021-11-08,RELIANCE,EQ,2498.85,2519.4,2520.0,2456.4,2502.9,2501.95,2483.27,9385607,2330698138010000.0,456493,6743994,0.7184999999999999
2021-11-09,RELIANCE,EQ,2501.95,2505.0,2528.9,2487.05,2528.6,2521.7,2508.11,7237470,1815237505100000.0,205289,4623106,0.6388
2021-11-10,RELIANCE,EQ,2521.7,2516.7,2558.0,2503.65,2546.45,2549.9,2538.63,4731975,1201274220300000.0,168600,2429050,0.5133
2021-11-11,RELIANCE,EQ,2549.9,2540.05,2570.5,2535.55,2556.0,2554.55,2551.89,4948422,1262782873625000.0,216865,2846346,0.5752
2021-11-12,RELIANCE,EQ,2554.55,2562.9,2598.75,2557.0,2588.0,2593.1,2582.61,4020744,1038400984425000.0,149602,2336224,0.5810000000000001
2021-11-15,RELIANCE,EQ,2593.1,2600.0,2602.2,2570.0,2574.5,2577.8,2581.57,2216708,572259425670000.0,107475,1054022,0.4755
2021-11-16,RELIANCE,EQ,2577.8,2572.05,2575.0,2495.0,2497.25,2517.9,2536.01,5232292,1326912740610000.0,209557,2660951,0.5086
2021-11-17,RELIANCE,EQ,2517.9,2498.95,2498.95,2461.0,2462.8,2464.0,2479.92,4708235,1167604276470000.0,240722,2537105,0.5389
2021-11-18,RELIANCE,EQ,2464.0,2460.0,2489.0,2450.05,2473.0,2473.3,2467.65,3925345,968638683465000.0,218820,1573249,0.4008
2021-11-22,RELIANCE,EQ,2473.3,2436.1,2449.0,2351.0,2365.65,2363.75,2380.24,11133364,2650011285750000.0,469744,6257212,0.562
2021-11-23,RELIANCE,EQ,2363.75,2333.05,2401.25,2309.0,2389.95,2385.85,2362.47,11688406,2761350113560000.0,393864,7161105,0.6127
2021-11-24,RELIANCE,EQ,2385.85,2380.0,2409.9,2343.55,2343.55,2351.4,2376.12,7762564,1844476882380000.0,291051,4345352,0.5598
2021-11-25,RELIANCE,EQ,2351.4,2373.0,2502.0,2357.15,2501.0,2492.95,2452.67,19568487,4799499831055000.0,497536,9245255,0.47250000000000003
2021-11-26,RELIANCE,EQ,2492.95,2467.8,2477.6,2401.5,2405.1,2412.6,2433.36,7274686,1770189648634999.8,306992,2921250,0.40159999999999996
2021-11-29,RELIANCE,EQ,2412.6,2439.1,2500.0,2399.1,2437.7,2441.5,2464.2,11226147,2766349359800000.0,375905,4117378,0.3668
2021-11-30,RELIANCE,EQ,2441.5,2468.0,2475.9,2388.85,2401.2,2405.4,2424.91,14847511,3600382129730000.5,381257,8601779,0.5793
2021-12-01,RELIANCE,EQ,2405.4,2433.0,2474.0,2425.1,2467.75,2467.0,2449.6,4663276,1142314756165000.0,202787,1687324,0.3618
2021-12-02,RELIANCE,EQ,2467.0,2469.7,2496.2,2461.6,2481.95,2482.85,2482.51,5870468,1457351587205000.0,248052,3156679,0.5377000000000001
2021-12-03,RELIANCE,EQ,2482.85,2498.4,2498.5,2400.0,2413.15,2408.25,2436.1,8871172,2161104576940000.2,283259,4898098,0.5521
2021-12-06,RELIANCE,EQ,2408.25,2416.0,2425.0,2357.15,2365.95,2362.6,2388.06,4768334,1138707106470000.0,210176,1750877,0.36719999999999997
2021-12-07,RELIANCE,EQ,2362.6,2376.15,2404.0,2360.0,2382.0,2381.85,2387.87,5185007,1238110784930000.0,233720,2782548,0.5367000000000001
2021-12-08,RELIANCE,EQ,2381.85,2424.1,2431.8,2406.3,2420.95,2418.1,2418.81,4035437,976095363295000.1,175071,1712929,0.42450000000000004
2021-12-09,RELIANCE,EQ,2418.1,2435.0,2474.9,2425.0,2453.0,2456.45,2453.15,6098050,1495945728085000.0,248350,2655912,0.4355
2021-12-10,RELIANCE,EQ,2456.45,2440.25,2466.0,2430.35,2457.25,2458.95,2443.62,3860176,943281063275000.0,177038,1988951,0.5152
2021-12-13,RELIANCE,EQ,2458.95,2473.5,2474.1,2404.0,2411.45,2409.65,2425.3,5954148,1444061420820000.0,240510,3289988,0.5526
2021-12-14,RELIANCE,EQ,2409.65,2380.0,2406.0,2373.4,2382.5,2380.15,2386.78,5995586,1431013406060000.0,248926,3370468,0.5622
2021-12-15,RELIANCE,EQ,2380.15,2384.0,2405.0,2361.1,2369.9,2373.2,2379.84,4322855,1028770163850000.0,199178,1991411,0.4607
2021-12-16,RELIANCE,EQ,2373.2,2405.7,2415.5,2368.65,2413.95,2403.9,2392.29,4504829,1077685511715000.0,187830,2041248,0.45310000000000006
2021-12-17,RELIANCE,EQ,2403.9,2398.05,2408.0,2320.0,2343.4,2340.45,2346.72,9714489,2279715033350000.0,301459,5156114,0.5307999999999999
2021-12-20,RELIANCE,EQ,2340.45,2317.85,2317.85,2247.1,2276.8,2277.35,2277.67,6611376,1505851338560000.0,331211,3744186,0.5663
2021-12-21,RELIANCE,EQ,2277.35,2311.35,2346.0,2292.2,2313.0,2311.25,2317.69,5924071,1373017750420000.0,241858,2954613,0.4987
2021-12-22,RELIANCE,EQ,2311.25,2324.9,2371.9,2322.0,2365.0,2366.1,2346.81,8149415,1912512545870000.0,222615,5325994,0.6535
2021-12-23,RELIANCE,EQ,2366.1,2374.0,2380.0,2358.05,2365.0,2365.25,2367.28,4186912,991159801354999.9,173393,2364993,0.5649000000000001
2021-12-24,RELIANCE,EQ,2365.25,2370.0,2392.0,2337.55,2367.15,2372.8,2360.96,3639616,859298056785000.0,159321,1160672,0.3189
2021-12-27,RELIANCE,EQ,2372.8,2361.55,2378.0,2348.1,2371.0,2370.25,2366.87,1853948,438805404005000.0,89509,532328,0.2871
2021-12-28,RELIANCE,EQ,2370.25,2375.6,2404.85,2373.05,2404.0,2398.4,2389.02,2941883,702822628045000.0,121810,1230092,0.4181
2021-12-29,RELIANCE,EQ,2398.4,2391.0,2419.0,2382.1,2398.0,2402.5,2400.08,7118779,1708561078925000.0,169024,4190091,0.5886
2021-12-30,RELIANCE,EQ,2402.5,2400.0,2404.95,2345.6,2364.0,2359.1,2366.88,13537254,3204101524070000.0,226181,7709766,0.5695
2021-12-31,RELIANCE,EQ,2359.1,2373.0,2383.9,2360.0,2368.5,2368.15,2370.53,4373768,1036813613770000.1,138728,2109083,0.4822
2022-01-03,RELIANCE,EQ,2368.15,2365.0,2407.95,2363.55,2407.95,2403.85,2392.64,2502073,598656851010000.0,105190,1082865,0.4328
2022-01-04,RELIANCE,EQ,2403.85,2415.9,2461.0,2404.0,2460.0,2458.1,2437.26,5006225,1220149170165000.0,208647,2421857,0.48380000000000006
2022-01-05,RELIANCE,EQ,2458.1,2462.0,2477.0,2432.95,2461.85,2469.6,2455.69,5373618,1319593486250000.0,210976,2963957,0.5516
2022-01-06,RELIANCE,EQ,2469.6,2451.2,2454.0,2409.0,2419.15,2416.5,2423.21,6667483,1615673576235000.0,227953,3950375,0.5925
2022-01-07,RELIANCE,EQ,2416.5,2430.95,2458.05,2411.55,2439.9,2436.0,2436.73,6051239,1474521427780000.0,191088,3342839,0.5524
2022-01-10,RELIANCE,EQ,2436.0,2452.0,2457.0,2416.05,2440.2,2438.0,2432.54,4267365,1038052764100000.0,214098,2152906,0.5045000000000001
2022-01-11,RELIANCE,EQ,2438.0,2436.0,2474.95,2435.0,2455.8,2455.55,2459.51,7478681,1839391217584999.8,209712,4746648,0.6347
2022-01-12,RELIANCE,EQ,2455.55,2471.3,2524.95,2465.0,2518.0,2521.1,2505.89,6830402,1711622726560000.0,267056,3238315,0.47409999999999997
2022-01-13,RELIANCE,EQ,2521.1,2521.25,2541.0,2508.4,2536.25,2535.3,2525.55,5471871,1381946515700000.0,186278,3115794,0.5694
2022-01-14,RELIANCE,EQ,2535.3,2535.0,2567.3,2525.85,2537.0,2539.0,2545.66,9197773,2341436075105000.0,195865,5804124,0.631
2022-01-17,RELIANCE,EQ,2539.0,2538.0,2565.0,2537.0,2553.0,2552.25,2555.1,3708822,947642709104999.9,160043,2207498,0.5952000000000001
2022-01-18,RELIANCE,EQ,2552.25,2554.75,2562.35,2515.75,2523.0,2521.8,2540.02,2868235,728536491475000.0,158330,1312810,0.45770000000000005
2022-01-19,RELIANCE,EQ,2521.8,2530.0,2542.0,2509.0,2521.4,2521.6,2522.72,4502155,1135769626165000.0,153189,2589631,0.5752
2022-01-20,RELIANCE,EQ,2521.6,2500.05,2509.95,2455.0,2482.1,2477.45,2480.98,7612203,1888573385080000.0,251195,5220672,0.6858
2022-01-21,RELIANCE,EQ,2477.45,2452.0,2502.25,2452.0,2476.05,2477.85,2475.83,6155759,1524063143255000.0,236838,3203303,0.5204
2022-01-24,RELIANCE,EQ,2477.85,2475.0,2504.75,2355.1,2379.9,2377.9,2418.6,10092511,2440973584655000.0,399996,5366991,0.5521
2022-01-25,RELIANCE,EQ,2377.9,2349.55,2388.65,2305.0,2368.1,2373.25,2343.88,11311456,2651274378990000.0,482175,6446850,0.5699000000000001
2022-01-27,RELIANCE,EQ,2373.25,2336.0,2356.1,2311.05,2347.0,2338.1,2333.67,9239426,2156177976009999.8,315266,5271565,0.5706
2022-01-28,RELIANCE,EQ,2338.1,2365.0,2375.9,2328.4,2336.0,2335.85,2347.94,6769154,1589353641175000.0,255535,4021895,0.5942000000000001
2022-01-31,RELIANCE,EQ,2335.85,2360.2,2406.4,2356.2,2384.05,2386.6,2388.27,5604308,1338461277960000.0,268776,2989691,0.5335
2022-02-01,RELIANCE,EQ,2386.6,2408.0,2420.6,2347.1,2382.8,2378.7,2394.79,6092033,1458916962960000.0,227599,2933488,0.4815
2022-02-02,RELIANCE,EQ,2378.7,2407.0,2407.0,2375.1,2385.0,2383.55,2384.84,4623163,1102548420754999.9,153391,2821709,0.6103000000000001
2022-02-03,RELIANCE,EQ,2383.55,2392.0,2401.45,2347.2,2348.45,2352.75,2367.01,4417864,1045714300715000.0,236441,2596474,0.5877
2022-02-04,RELIANCE,EQ,2352.75,2341.0,2348.45,2321.1,2330.5,2331.3,2334.17,5104761,1191536572315000.0,230586,2346527,0.4597
2022-02-07,RELIANCE,EQ,2331.3,2342.0,2356.8,2305.0,2319.4,2317.1,2330.89,4944725,1152558739170000.0,243702,2190778,0.44310000000000005
2022-02-08,RELIANCE,EQ,2317.1,2330.65,2360.0,2310.0,2357.5,2356.05,2338.32,5566080,1301526081295000.0,186348,2963152,0.5324
2022-02-09,RELIANCE,EQ,2356.05,2371.15,2387.2,2358.0,2384.0,2383.5,2373.06,5300891,1257935509455000.0,180905,3104784,0.5857
2022-02-10,RELIANCE,EQ,2383.5,2395.7,2395.7,2365.1,2376.95,2381.05,2381.99,5752361,1370208654000000.0,210155,3608073,0.6272
2022-02-11,RELIANCE,EQ,2381.05,2373.25,2384.5,2344.1,2372.55,2376.4,2367.97,7357863,1742318671784999.8,283837,4905802,0.6667000000000001
2022-02-14,RELIANCE,EQ,2376.4,2340.25,2354.95,2313.0,2332.0,2338.55,2338.11,4947109,1156686766620000.0,219862,2751275,0.5561
2022-02-15,RELIANCE,EQ,2338.55,2351.2,2423.9,2335.7,2415.1,2417.95,2381.19,5174646,1232181414755000.0,261746,2563105,0.4953
2022-02-16,RELIANCE,EQ,2417.95,2430.0,2433.0,2395.95,2407.65,2412.95,2417.77,4796294,1159632556115000.0,190438,2607957,0.5437
2022-02-17,RELIANCE,EQ,2412.95,2420.1,2454.9,2410.0,2441.0,2443.5,2439.61,5931774,1447121258925000.0,211881,2872619,0.4843
2022-02-18,RELIANCE,EQ,2443.5,2444.4,2456.4,2420.15,2427.3,2424.4,2440.25,3126873,763036739975000.0,158691,1216161,0.3889
2022-02-21,RELIANCE,EQ,2424.4,2412.0,2437.5,2384.6,2399.6,2399.9,2409.12,5125968,1234907848455000.0,226214,2888548,0.5635
2022-02-22,RELIANCE,EQ,2399.9,2352.9,2395.9,2347.15,2389.75,2389.0,2372.16,6227901,1477358497100000.0,197401,3920789,0.6296
2022-02-23,RELIANCE,EQ,2389.0,2401.1,2406.55,2368.0,2371.25,2374.05,2391.23,3373615,806710225845000.0,195350,1928054,0.5715
2022-02-24,RELIANCE,EQ,2374.05,2305.0,2339.9,2243.4,2250.0,2255.75,2291.15,11466725,2627200823755000.0,493459,7266877,0.6337
2022-02-25,RELIANCE,EQ,2255.75,2280.1,2307.95,2276.25,2283.0,2283.95,2290.84,6724094,1540384418865000.0,281047,3670287,0.5458
2022-02-28,RELIANCE,EQ,2283.95,2243.0,2367.35,2243.0,2355.0,2359.55,2328.64,9828768,2288768356140000.0,240020,5321030,0.5414
2022-03-02,RELIANCE,EQ,2359.55,2334.45,2401.0,2329.2,2399.25,2398.55,2376.69,9909226,2355115761365000.0,309328,6277829,0.6335000000000001
2022-03-03,RELIANCE,EQ,2398.55,2400.0,2414.85,2370.05,2382.0,2378.3,2392.27,4701183,1124647634875000.0,230143,2479449,0.5274
2022-03-04,RELIANCE,EQ,2378.3,2353.0,2364.3,2320.35,2327.95,2325.55,2338.2,4986814,1166014935295000.0,219860,2754095,0.5523
